market group for transport, freight train;GLO;ton kilometer;transport, freight train
market for ethylene carbonate;GLO;kilogram;ethylene carbonate
market group for transport, freight, inland waterways, barge;GLO;ton kilometer;transport, freight, inland waterways, barge
electricity production, oil;DE;kilowatt hour;electricity, high voltage
Glider lightweighting;GLO;kilogram;glider lightweighting
market for nitrogen, liquid;RoW;kilogram;nitrogen, liquid
treatment of road wear emissions, lorry;RER;kilogram;road wear emissions, lorry
Chloride;('water', 'ground-');kilogram
market for brass;CH;kilogram;brass
electricity production, hydro, reservoir, alpine region;CH;kilowatt hour;electricity, high voltage
Sulfur dioxide;('air', 'low population density, long-term');kilogram
market for nickel, class 1;GLO;kilogram;nickel, class 1
market for potassium permanganate;GLO;kilogram;potassium permanganate
market for manganese sulfate;GLO;kilogram;manganese sulfate
market for cyclohexane;GLO;kilogram;cyclohexane
Ammonia;('air', 'non-urban air or from high stacks');kilogram
market for diesel, burned in building machine;GLO;megajoule;diesel, burned in building machine
Wood, soft, standing;('natural resource', 'biotic');cubic meter
market group for electricity, medium voltage;ENTSO-E;kilowatt hour;electricity, medium voltage
Water;('water',);cubic meter
EV charger, level 3, plugin, 200 kW;RER;unit;EV charger, level 3, plugin, 200 kW
tube insulation production, elastomere;RoW;kilogram;tube insulation, elastomere
ethanol without biogas;RER;megajoule;ethanol without biogas
market for isopropanol;RER;kilogram;isopropanol
display production, liquid crystal, 17 inches;GLO;unit;display, liquid crystal, 17 inches
Calcite, in ground;('natural resource', 'in ground');kilogram
NMVOC, non-methane volatile organic compounds, unspecified origin;('air', 'low population density, long-term');kilogram
market for steel, unalloyed;GLO;kilogram;steel, unalloyed
Ethane;('air', 'low population density, long-term');kilogram
Carbon dioxide, fossil;('air',);kilogram
market for transformer, high voltage use;GLO;kilogram;transformer, high voltage use
market for polyurethane, flexible foam;RER;kilogram;polyurethane, flexible foam
Methyl ethyl ketone;('air', 'urban air close to ground');kilogram
Arsenic;('air', 'urban air close to ground');kilogram
Carbon dioxide, fossil;('air', 'urban air close to ground');kilogram
market for tap water;Europe without Switzerland;kilogram;tap water
market for transport, freight, lorry 7.5-16 metric ton, EURO6;RER;ton kilometer;transport, freight, lorry 7.5-16 metric ton, EURO6
Methane, fossil;('air', 'low population density, long-term');kilogram
market for aluminium alloy, AlMg3;GLO;kilogram;aluminium alloy, AlMg3
electricity production, hard coal;DE;kilowatt hour;electricity, high voltage
transmission network construction, electricity, medium voltage;CH;kilometer;transmission network, electricity, medium voltage
smelting of copper concentrate, sulfide ore;RoW;kilogram;copper, anode
infrastructure construction, for regional distribution of oil product;RER;unit;infrastructure, for regional distribution of oil product
Plant oil from crude oil | refining of vegetable oil from oil palm|;RER;megajoule;Plant oil from crude oil | refining of vegetable oil from oil palm|
Separator, LFP;JP;kilogram;Separator, LFP
diesel, burned in diesel-electric generating set, 18.5kW;GLO;megajoule;diesel, burned in diesel-electric generating set, 18.5kW
Argon-40;('air',);kilogram
graphite purification;CN;kilogram;graphite, purified
treatment of sewage sludge by anaerobic digestion;CH;cubic meter;biogas
transport, helicopter;GLO;hour;transport, helicopter
Cell container;GLO;kilogram;Cell container
Radon-222;('air', 'low population density, long-term');kilo Becquerel
market for rainwater mineral oil storage;Europe without Switzerland;cubic meter;rainwater mineral oil storage
Hydrogen-3, Tritium;('water', 'surface water');kilo Becquerel
Hydrogen, gaseous, 700 bar, from SMR of NG, at fuelling station;RER;kilogram;Hydrogen, gaseous, 700 bar
market group for electricity, medium voltage;CN;kilowatt hour;electricity, medium voltage
Maize cultivation, drying and storage {RER} | Maize production Europe | Alloc Rec, U;RER;megajoule;Maize cultivation, drying and storage {RER} | Maize production Europe | Alloc Rec, U
market for stone wool, packed;GLO;kilogram;stone wool, packed
low voltage system, for Li-ion battery;GLO;kilogram;low voltage system, for Li-ion battery
Waste Cooking Oil;RER;megajoule;Waste Cooking Oil
market for metal working, average for copper product manufacturing;GLO;kilogram;metal working, average for copper product manufacturing
treatment of scrap steel, inert material landfill;CH;kilogram;scrap steel
Fiber drying;RER;kilogram;Dried fiber
market for spent solvent mixture;RoW;kilogram;spent solvent mixture
market for water, decarbonised;RoW;kilogram;water, decarbonised
Styrene;('air', 'non-urban air or from high stacks');kilogram
Electrical equipment;RER;unit;Electrical equipment
Silicon;('water', 'surface water');kilogram
market for glass fibre reinforced plastic, polyamide, injection moulded;GLO;kilogram;glass fibre reinforced plastic, polyamide, injection moulded
market group for electricity, medium voltage;GLO;kilowatt hour;electricity, medium voltage
Fiber stretching and washing;RER;kilogram;Stretched and washed fiber
treatment of wastewater, average, capacity 1E9l/year;CH;cubic meter;wastewater, average
Acrolein;('air', 'non-urban air or from high stacks');kilogram
Noble gases, radioactive, unspecified;('air', 'non-urban air or from high stacks');kilo Becquerel
Mercury;('air', 'low population density, long-term');kilogram
market for natural gas, high pressure, vehicle grade;GLO;kilogram;natural gas, high pressure, vehicle grade
Sabatier reaction methanation unit;RER;unit;Sabatier reaction methanation unit
Acetaldehyde;('air', 'low population density, long-term');kilogram
Sodium, ion;('water', 'surface water');kilogram
End plate;GLO;kilowatt;End plate
market for wood chips, wet, measured as dry mass;Europe without Switzerland;kilogram;wood chips, wet, measured as dry mass
Zinc, ion;('water', 'surface water');kilogram
treatment of hazardous waste, hazardous waste incineration;CH;kilogram;hazardous waste, for incineration
market group for inorganic potassium fertiliser, as K2O;RER;kilogram;inorganic potassium fertiliser, as K2O
Oxygen;('natural resource', 'in air');kilogram
market for concrete, normal;RoW;cubic meter;concrete, normal
market for natural gas service station;GLO;unit;natural gas service station
noise, octave 1, day time, suburban;('octave 1', 'day time', 'suburban');joule
market for carbon dioxide, liquid;RER;kilogram;carbon dioxide, liquid
aluminium collector foil, for Li-ion battery;GLO;kilogram;aluminium collector foil, for Li-ion battery
Hydrocarbons, aromatic;('water', 'surface water');kilogram
Sulfur dioxide;('air', 'non-urban air or from high stacks');kilogram
market group for electricity, low voltage;RER;kilowatt hour;electricity, low voltage
Ozone;('air',);kilogram
welding, arc, aluminium;RER;meter;welding, arc, aluminium
coating of natural graphite;CN;kilogram;natural graphite, coated
Hydrogen, gaseous, 25 bar, from heatpipe reformer gasification of woody biomass with CCS, at gasification plant;RER;kilogram;Hydrogen, gaseous, 25 bar
arsine production;GLO;kilogram;arsine
management sytem production, for Li-ion battery;GLO;kilogram;management system, for Li-ion battery
Methane, non-fossil;('air',);kilogram
market for cable, ribbon cable, 20-pin, with plugs;GLO;kilogram;cable, ribbon cable, 20-pin, with plugs
NMVOC, non-methane volatile organic compounds, unspecified origin;('air', 'non-urban air or from high stacks');kilogram
air separation, cryogenic;RER;kilogram;oxygen, liquid
Hydrogen, gaseous, 700 bar, from SMR of biogas, at fuelling station;RER;kilogram;Hydrogen, gaseous, 700 bar
Formaldehyde;('air', 'low population density, long-term');kilogram
cabin, for lorry;RER;kilogram;cabin, for lorry
market for water, deionised;Europe without Switzerland;kilogram;water, deionised
market for electrostatic paint;GLO;kilogram;electrostatic paint
market for soft solder, Sn97Cu3;RER;kilogram;soft solder, Sn97Cu3
Benzaldehyde;('air', 'non-urban air or from high stacks');kilogram
diaphragm compressor module, high pressure;GLO;unit;diaphragm compressor module, high pressure
COD, Chemical Oxygen Demand;('water',);kilogram
market for lead;GLO;kilogram;lead
market for tap water;CH;kilogram;tap water
Diesel production, synthetic, Fischer Tropsch process, energy allocation;RER;kilogram;Diesel, synthetic
market for chromium oxide, flakes;GLO;kilogram;chromium oxide, flakes
Nitrogen oxides;('air', 'urban air close to ground');kilogram
market for water, deionised;RoW;kilogram;water, deionised
market for packaging film, low density polyethylene;GLO;kilogram;packaging film, low density polyethylene
market for phosphoric acid, industrial grade, without water, in 85% solution state;GLO;kilogram;phosphoric acid, industrial grade, without water, in 85% solution state
market for sodium hydroxide, without water, in 50% solution state;GLO;kilogram;sodium hydroxide, without water, in 50% solution state
Carbon-14;('air', 'non-urban air or from high stacks');kilo Becquerel
market for polyethylene, high density, granulate, recycled;Europe without Switzerland;kilogram;polyethylene, high density, granulate, recycled
Gas, mine, off-gas, process, coal mining;('natural resource', 'in ground');cubic meter
Particulates, < 2.5 um;('air', 'low population density, long-term');kilogram
Water;('air',);cubic meter
SMR NG + CCS (MDEA), 98 (average), 25 bar;CH;megajoule;Hydrogen, gaseous, 25 bar
market for coal tar;GLO;kilogram;coal tar
other components, for electric lorry;RER;kilogram;other components, for electric lorry
Oil, crude, in ground;('natural resource', 'in ground');kilogram
market for transport, freight, sea, tanker for petroleum;GLO;ton kilometer;transport, freight, sea, tanker for petroleum
Radon-222;('air', 'non-urban air or from high stacks');kilo Becquerel
polyethylene production, low density, granulate;RoW;kilogram;polyethylene, low density, granulate
market for water, completely softened;RER;kilogram;water, completely softened
Fiber drying 2;RER;kilogram;Dried fiber 2
Fiber washing;RER;kilogram;Washed fiber
Sand, unspecified, in ground;('natural resource', 'in ground');kilogram
market for zinc oxide;GLO;kilogram;zinc oxide
Water, turbine use, unspecified natural origin;('natural resource', 'in water');cubic meter
market for residue from shredder fraction from manual dismantling;RoW;kilogram;residue from shredder fraction from manual dismantling
market for corrugated board box;RoW;kilogram;corrugated board box
market for soap;GLO;kilogram;soap
Manganese;('water', 'surface water');kilogram
Propene;('air', 'urban air close to ground');kilogram
Transformation, from grassland, natural (non-use);('natural resource', 'land');square meter
Hydrogen, gaseous, 700 bar, from SMR of NG, with CCS, at fuelling station;RER;kilogram;Hydrogen, gaseous, 700 bar
Hydrogen refuelling station;GLO;unit;Hydrogen refuelling station
market for nickel sulfate;GLO;kilogram;nickel sulfate
Ethanol from sugarbeet;RER;kilogram;Ethanol from sugarbeet
market for road;GLO;meter-year;road
market for kerosene;RoW;kilogram;kerosene
market for iron sulfate;RoW;kilogram;iron sulfate
container, with pipes and fittings, for diaphragm compressor;GLO;unit;container, with pipes and fittings, for diaphragm compressor
Transformation, to heterogeneous, agricultural;('natural resource', 'land');square meter
market for potassium hydroxide;GLO;kilogram;potassium hydroxide
Dinitrogen monoxide;('air',);kilogram
woodchips from forestry residues;RER;megajoule;woodchips from forestry residues
market for integrated circuit, logic type;GLO;kilogram;integrated circuit, logic type
market for casting, brass;GLO;kilogram;casting, brass
NMC-111 hydroxide;GLO;kilogram;NMC-111 hydroxide
Hydrogen chloride;('air', 'non-urban air or from high stacks');kilogram
Ethanol from forest residues;RER;kilogram;Ethanol from forest residues
treatment of tyre wear emissions, lorry;RER;kilogram;tyre wear emissions, lorry
metal working, average for aluminium product manufacturing;RER;kilogram;metal working, average for aluminium product manufacturing
market for urea;RER;kilogram;urea
market group for inorganic phosphorus fertiliser, as P2O5;RER;kilogram;inorganic phosphorus fertiliser, as P2O5
packaging production, for Li-ion battery module;GLO;kilogram;battery module packaging, Li-ion
Sulfur;('water', 'surface water');kilogram
Energy, kinetic (in wind), converted;('natural resource', 'in air');megajoule
heat and power co-generation, natural gas, 1MW electrical, lean burn;Europe without Switzerland;megajoule;heat, district or industrial, natural gas
market for heat, from steam, in chemical industry;RoW;megajoule;heat, from steam, in chemical industry
market for wheat seed, for sowing;GLO;kilogram;wheat seed, for sowing
Ethene;('air', 'non-urban air or from high stacks');kilogram
Acetone;('air', 'low population density, long-term');kilogram
Cadmium;('air', 'urban air close to ground');kilogram
market for sodium methoxide;GLO;kilogram;sodium methoxide
lime production, milled, packed;CH;kilogram;lime, packed
diesel production, synthetic, from electrolysis-based hydrogen, economic allocation, at fuelling station;RER;kilogram;diesel, synthetic, vehicle grade
drilling, deep borehole/m;RER;meter;drilling, deep borehole/m
Magnesium;('water', 'ground-, long-term');kilogram
Coal, hard, unspecified, in ground;('natural resource', 'in ground');kilogram
market for chemical factory, organics;GLO;unit;chemical factory, organics
activated bentonite production;DE;kilogram;activated bentonite
market for aluminium, wrought alloy;GLO;kilogram;aluminium, wrought alloy
SMR BM, HT+LT, + CCS (MDEA), 98 (average), digestate incineration, 26 bar;CH;megajoule;Hydrogen, gaseous, 26 bar
Granite, in ground;('natural resource', 'in ground');kilogram
Occupation, forest, intensive;('natural resource', 'land');square meter-year
Occupation, dump site;('natural resource', 'land');square meter-year
electricity production, wind, 1-3MW turbine, onshore;DE;kilowatt hour;electricity, high voltage
drawing of pipe, steel;RER;kilogram;drawing of pipe, steel
air separation, cryogenic;RER;kilogram;nitrogen, liquid
market for plastic processing factory;GLO;unit;plastic processing factory
Biodiesel, from palm oil, at fuelling station;RER;kilogram;biodiesel, vehicle grade
Formaldehyde;('air', 'non-urban air or from high stacks');kilogram
CO2 storage/at H2 production plant, pre, pipeline 200km, storage 1000m;RER;kilogram;CO2 storage/at H2 production plant, pre, pipeline 200km, storage 1000m
market for concrete, sole plate and foundation;CH;cubic meter;concrete, sole plate and foundation
treatment of brake wear emissions, lorry;RER;kilogram;brake wear emissions, lorry
Acetic acid;('air',);kilogram
market for concrete, high exacting requirements;CH;cubic meter;concrete, high exacting requirements
Fiber coagulation;RER;kilogram;Coagulated fiber
Fiber carbonization (high temp);RER;kilogram;Carbonized fiber, high temp
transport, freight, inland waterways, barge;RER;ton kilometer;transport, freight, inland waterways, barge
treatment of inert waste, inert material landfill;CH;kilogram;inert waste, for final disposal
market for wastewater, average;RoW;cubic meter;wastewater, average
control panel, carbon dioxide capture process;RER;unit;control panel, carbon dioxide capture process
Hydrogen chloride;('air',);kilogram
market for chlorine, liquid;RoW;kilogram;chlorine, liquid
market for triethyl amine;GLO;kilogram;triethyl amine
Particulates, < 2.5 um;('air', 'non-urban air or from high stacks');kilogram
o-Xylene;('air', 'urban air close to ground');kilogram
petrol production, low-sulfur;Europe without Switzerland;kilogram;petrol, low-sulfur
Mercury;('air', 'non-urban air or from high stacks');kilogram
market group for electricity, medium voltage;Europe without Switzerland;kilowatt hour;electricity, medium voltage
market for sheet rolling, chromium steel;GLO;kilogram;sheet rolling, chromium steel
Heat, waste;('air', 'urban air close to ground');megajoule
metal coating facility construction;RoW;unit;metal coating facility
diesel production, synthetic, from electrolysis-based hydrogen, energy allocation, at fuelling station;RER;kilogram;diesel, synthetic, vehicle grade
Hydrogen, gaseous, 700 bar, from heatpipe reformer gasification of woody biomass, at fuelling station;CH;kilogram;Hydrogen, gaseous, 700 bar
sheet rolling, chromium steel;RoW;kilogram;sheet rolling, chromium steel
Wheat grain cultivation, drying and storage {RER} | wheat grain production Europe | Alloc Rec, U;RER;megajoule;Wheat grain cultivation, drying and storage {RER} | wheat grain production Europe | Alloc Rec, U
NMC-622 hydroxide;GLO;kilogram;NMC-622 hydroxide
Hydrogen, gaseous, 700 bar, from electrolysis, at fuelling station;RER;kilogram;Hydrogen, gaseous, 700 bar
Pentane;('air',);kilogram
Carbon dioxide, non-fossil;('air', 'non-urban air or from high stacks');kilogram
m-Xylene;('air', 'low population density, long-term');kilogram
Rapeseed cultivation {RER} | rapeseed production Europe | Alloc Rec, U;RER;megajoule;Rapeseed cultivation {RER} | rapeseed production Europe | Alloc Rec, U
noise, octave 7, day time, suburban;('octave 7', 'day time', 'suburban');joule
treatment of waste bulk iron, excluding reinforcement, sorting plant;Europe without Switzerland;kilogram;waste bulk iron, excluding reinforcement
market for waste plastic, industrial electronics;RoW;kilogram;waste plastic, industrial electronics
market for carbon black;GLO;kilogram;carbon black
market for quicklime, milled, packed;RER;kilogram;quicklime, milled, packed
NMVOC, non-methane volatile organic compounds, unspecified origin;('air',);kilogram
market group for electricity, high voltage;RER;kilowatt hour;electricity, high voltage
natural graphite concentration;CN;kilogram;graphite ore, concentrated
Toluene;('air',);kilogram
market for nylon 6-6, glass-filled;RER;kilogram;nylon 6-6, glass-filled
Nickel;('air', 'non-urban air or from high stacks');kilogram
Biomethane, gaseous, 5 bar, from sewage sludge fermentation, at fuelling station;RER;kilogram;biomethane, high pressure
electricity production, at BIGCC power plant 450MW, pre, pipeline 200km, storage 1000m;RER;kilowatt hour;electricity, high voltage
treatment of biowaste by anaerobic digestion, with biogenic carbon uptake, lower bound C sequestration, digestate incineration;CH;cubic meter;biogas
BOD5, Biological Oxygen Demand;('water', 'surface water');kilogram
synthetic gas factory construction;CH;unit;synthetic gas factory
Formaldehyde;('air',);kilogram
Chromium VI;('air', 'urban air close to ground');kilogram
maintenance, lorry 40 metric ton;CH;unit;maintenance, lorry 40 metric ton
glass fibre reinforced plastic production, polyester resin, hand lay-up;RER;kilogram;glass fibre reinforced plastic, polyester resin, hand lay-up
market for hexafluoroethane;GLO;kilogram;hexafluoroethane
MEA hot pressing;GLO;kilogram;MEA hot pressing
diaphragms, for diaphragm compressor;GLO;unit;diaphragms, for diaphragm compressor
treatment of spent anion exchange resin from potable water production, municipal incineration;RoW;kilogram;spent anion exchange resin from potable water production
market for transport, freight, lorry, unspecified;RoW;ton kilometer;transport, freight, lorry, unspecified
Fluoride;('water', 'surface water');kilogram
market for transport, freight, inland waterways, barge;RER;ton kilometer;transport, freight, inland waterways, barge
Acetone;('air', 'non-urban air or from high stacks');kilogram
market for sugar beet seed, for sowing;GLO;kilogram;sugar beet seed, for sowing
market for metal working, average for steel product manufacturing;GLO;kilogram;metal working, average for steel product manufacturing
noise, octave 8, day time, suburban;('octave 8', 'day time', 'suburban');joule
Arsenic;('air', 'non-urban air or from high stacks');kilogram
market for tin;GLO;kilogram;tin
Hydrocarbons, chlorinated;('air', 'urban air close to ground');kilogram
graphite ore mining;CN;kilogram;graphite ore, mined
Xylene;('air', 'non-urban air or from high stacks');kilogram
Benzo(a)pyrene;('air',);kilogram
market for compost;GLO;kilogram;compost
market for acetylene;RER;kilogram;acetylene
market for fly ash and scrubber sludge;Europe without Switzerland;kilogram;fly ash and scrubber sludge
cathode, NMC-622, for Li-ion battery;GLO;kilogram;cathode, NMC-622, for Li-ion battery
epoxy resin production, liquid;RER;kilogram;epoxy resin, liquid
noise, octave 2, day time, urban;('octave 2', 'day time', 'urban');joule
market for refrigerant R134a;GLO;kilogram;refrigerant R134a
electricity production, deep geothermal;DE;kilowatt hour;electricity, high voltage
market for lubricating oil;RoW;kilogram;lubricating oil
maintenance, lorry 16 metric ton;CH;unit;maintenance, lorry 16 metric ton
market for injection moulding;GLO;kilogram;injection moulding
market for municipal solid waste;RoW;kilogram;municipal solid waste
market for spent solvent mixture;CH;kilogram;spent solvent mixture
treatment of wastewater, unpolluted, capacity 5E9l/year;RoW;cubic meter;wastewater, unpolluted
Sodium chloride, in ground;('natural resource', 'in ground');kilogram
diesel production, low-sulfur, petroleum refinery operation;Europe without Switzerland;kilogram;diesel, low-sulfur
gas motor production, 206kW;RER;unit;gas motor, 206kW
PEM electrolyzer, ACDC Converter;GLO;unit;PEM electrolyzer, ACDC Converter
electronics production, for control units;RoW;kilogram;electronics, for control units
Pentane;('air', 'urban air close to ground');kilogram
market for polyurethane, rigid foam;RER;kilogram;polyurethane, rigid foam
Carbon monoxide, from RWGS;RER;kilogram;Carbon monoxide, from RWGS
Gangue, in ground;('natural resource', 'in ground');kilogram
Essential BoP;GLO;kilogram;Essential BoP
Selenium;('air', 'urban air close to ground');kilogram
Carbon dioxide, non-fossil;('air',);kilogram
natural graphite spheronization;CN;kilogram;graphite, spherical
Propene;('air', 'low population density, long-term');kilogram
Toluene;('air', 'urban air close to ground');kilogram
casting, brass;CH;kilogram;casting, brass
electricity production, wind, 1-3MW turbine, offshore;DE;kilowatt hour;electricity, high voltage
treatment of waste mineral oil, hazardous waste incineration;RoW;kilogram;waste mineral oil
market for hexane;GLO;kilogram;hexane
Diesel production, synthetic, Fischer Tropsch process, economic allocation;RER;kilogram;Diesel, synthetic
Propionic acid;('air',);kilogram
Ammonium, ion;('water',);kilogram
electricity production, natural gas, conventional power plant;DE;kilowatt hour;electricity, high voltage
electricity production, natural gas, combined cycle power plant;DE;kilowatt hour;electricity, high voltage
market for antimony;GLO;kilogram;antimony
market for aluminium sulfate, powder;RoW;kilogram;aluminium sulfate, powder
market for acetone, liquid;RoW;kilogram;acetone, liquid
market for diethanolamine;GLO;kilogram;diethanolamine
Transformers;RER;unit;Transformers
market for ethanol, without water, in 99.7% solution state, from ethylene;RER;kilogram;ethanol, without water, in 99.7% solution state, from ethylene
Volume occupied, reservoir;('natural resource', 'in water');cubic meter-year
algae cultivation | algae broth production;RER;kilogram;algae cultivation | algae broth production
aluminium production, primary, ingot;IAI Area, Asia, without China and GCC;kilogram;aluminium, primary, ingot
laminating service, foil, with acrylic binder;RER;square meter;laminating service, foil, with acrylic binder
hydrogen production, gaseous, 25 bar, from electrolysis;RER;kilogram;Hydrogen, gaseous, 25 bar
Anode paste, LTO;JP;kilogram;Anode paste, LTO
Catenary system;RER;kilometer;Catenary system
market for ammonia, anhydrous, liquid;CN;kilogram;ammonia, anhydrous, liquid
Carbon dioxide, fossil;('air', 'non-urban air or from high stacks');kilogram
market for ammonium sulfate;RER;kilogram;ammonium sulfate
noise, octave 2, day time, suburban;('octave 2', 'day time', 'suburban');joule
Heptane;('air', 'urban air close to ground');kilogram
market for polyphenylene sulfide;GLO;kilogram;polyphenylene sulfide
Tie-rods;GLO;kilogram;Tie-rods
Sulfate;('water', 'ground-, long-term');kilogram
market group for inorganic nitrogen fertiliser, as N;RER;kilogram;inorganic nitrogen fertiliser, as N
Ethanol from maize starch;RER;kilogram;Ethanol from maize starch
treatment of municipal solid waste, incineration;DE;kilowatt hour;electricity, for reuse in municipal waste incineration only
Butane;('air', 'urban air close to ground');kilogram
Chromium, ion;('water', 'surface water');kilogram
computer production, laptop;GLO;unit;computer, laptop
metal working, average for aluminium product manufacturing;RoW;kilogram;metal working, average for aluminium product manufacturing
Occupation, construction site;('natural resource', 'land');square meter-year
lignite mine operation;RER;kilogram;lignite
market for polyethylene, low density, granulate;GLO;kilogram;polyethylene, low density, granulate
noise, octave 5, day time, rural;('octave 5', 'day time', 'rural');joule
phenolic resin production;RoW;kilogram;phenolic resin
market for acrylonitrile-butadiene-styrene copolymer;GLO;kilogram;acrylonitrile-butadiene-styrene copolymer
Iron, ion;('water', 'surface water');kilogram
Carbon monoxide, fossil;('air', 'urban air close to ground');kilogram
market for metal working factory;GLO;unit;metal working factory
Ethanol, from sugarbeet, at fuelling station;RER;kilogram;ethanol, without water, in 99.7% solution state, vehicle grade
Sulfur hexafluoride;('air',);kilogram
cast iron production;RoW;kilogram;cast iron
SMR NG, 25 bar;CH;megajoule;SMR NG, 25 bar
tin production;RoW;kilogram;tin
frame, blanks and saddle, for lorry;RER;kilogram;frame, blanks and saddle, for lorry
Transformation, from annual crop;('natural resource', 'land');square meter
heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas;CH;megajoule;heat, district or industrial, other than natural gas
market for zinc;GLO;kilogram;zinc
SMR NG, 700 bar;CH;kilogram;SMR NG, 700 bar
o-Xylene;('air', 'low population density, long-term');kilogram
noise, octave 7, day time, rural;('octave 7', 'day time', 'rural');joule
market for heat, district or industrial, other than natural gas;Europe without Switzerland;megajoule;heat, district or industrial, other than natural gas
market for electronic component, passive, unspecified;GLO;kilogram;electronic component, passive, unspecified
wire drawing, copper;RoW;kilogram;wire drawing, copper
Dinitrogen monoxide;('air', 'low population density, long-term');kilogram
Occupation, traffic area, road network;('natural resource', 'land');square meter-year
market for iodine;GLO;kilogram;iodine
Barium;('water', 'surface water');kilogram
TOC, Total Organic Carbon;('water', 'surface water');kilogram
Hydrogen, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, with CCS, at gasification plant;RER;kilogram;Hydrogen, gaseous, 25 bar
treatment of waste mineral wool, inert material landfill;CH;kilogram;waste mineral wool, for final disposal
Fixed bed reactor for RWGS;RER;unit;Fixed bed reactor
Storage battery;RER;unit;Storage battery
Battery cell, NMC-811;GLO;kilogram;Battery cell
market for electric motor, electric passenger car;GLO;kilogram;electric motor, electric passenger car
Propene;('air', 'non-urban air or from high stacks');kilogram
market for reinforcing steel;GLO;kilogram;reinforcing steel
Carbon dioxide, in air;('natural resource', 'in air');kilogram
steel production, chromium steel 18/8, hot rolled;RoW;kilogram;steel, chromium steel 18/8, hot rolled
Zinc;('air', 'urban air close to ground');kilogram
market for concrete block;DE;kilogram;concrete block
Cyclohexane;('air', 'urban air close to ground');kilogram
Transformation, to industrial area;('natural resource', 'land');square meter
market for copper oxide;GLO;kilogram;copper oxide
electricity production, at power plant/biogas, post, pipeline 200km, storage 1000m;RER;kilowatt hour;electricity, high voltage
Cathode paste, LFP;JP;kilogram;Cathode paste, LFP
Cables;RER;unit;Cables
synthetic gas factory construction;RoW;unit;synthetic gas factory
Lithium iron phosphate [LiFePO4];JP;kilogram;Lithium iron phosphate [LiFePO4]
Benzene;('air',);kilogram
Methyl ethyl ketone;('air', 'non-urban air or from high stacks');kilogram
tetrafluoroethylene production;RoW;kilogram;tetrafluoroethylene
high pressure hydrogen storage tank;GLO;kilogram;high pressure hydrogen storage tank
ethylene glycol production;RER;kilogram;ethylene glycol
Chromium VI;('air', 'low population density, long-term');kilogram
Fiber drying 3;RER;kilogram;Dried fiber 3
market for lithium carbonate;GLO;kilogram;lithium carbonate
Iron, ion;('water', 'ground-, long-term');kilogram
market for acrylonitrile;GLO;kilogram;acrylonitrile
Biodiesel, from rapeseed oil, at fuelling station;RER;kilogram;biodiesel, vehicle grade
treatment of drilling waste, landfarming;CH;kilogram;drilling waste
cable production, unspecified;GLO;kilogram;cable, unspecified
Coal, brown, in ground;('natural resource', 'in ground');kilogram
market for silica sand;GLO;kilogram;silica sand
Transformation, to annual crop, non-irrigated, intensive;('natural resource', 'land');square meter
air separation, cryogenic;RoW;kilogram;oxygen, liquid
noise, octave 8, day time, rural;('octave 8', 'day time', 'rural');joule
market for heat, from steam, in chemical industry;RER;megajoule;heat, from steam, in chemical industry
market for water, ultrapure;RER;kilogram;water, ultrapure
Hydrocarbons, chlorinated;('air', 'low population density, long-term');kilogram
market for wastewater, average;CH;cubic meter;wastewater, average
Hydrogen, gaseous, 700 bar, from gasification of woody biomass in entrained flow gasifier, at fuelling station;RER;kilogram;Hydrogen, gaseous, 700 bar
Aluminium;('water', 'surface water');kilogram
market for dimethyl sulfoxide;GLO;kilogram;dimethyl sulfoxide
Overhead lines;RER;unit;Overhead lines
Water, cooling, unspecified natural origin;('natural resource', 'in water');cubic meter
Boron;('water', 'surface water');kilogram
Hydrogen, gaseous, 700 bar, from heatpipe reformer gasification of woody biomass with CCS, at fuelling station;RER;kilogram;Hydrogen, gaseous, 700 bar
sheet rolling, steel;RoW;kilogram;sheet rolling, steel
noise, octave 5, day time, urban;('octave 5', 'day time', 'urban');joule
Hydrogen, gaseous, 700 bar, from gasification of woody biomass in entrained flow gasifier, with CCS, at fuelling station;RER;kilogram;Hydrogen, gaseous, 700 bar
market for printed wiring board, surface mounted, unspecified, Pb free;GLO;kilogram;printed wiring board, surface mounted, unspecified, Pb free
EV charger, level 3, with pantograph, 450 kW;RER;unit;EV charger, level 3, with pantograph, 450 kW
market for display, liquid crystal, 17 inches;GLO;unit;display, liquid crystal, 17 inches
noise, octave 6, day time, urban;('octave 6', 'day time', 'urban');joule
market for transport, freight, lorry >32 metric ton, EURO5;RER;ton kilometer;transport, freight, lorry >32 metric ton, EURO5
Ethene;('air', 'low population density, long-term');kilogram
NMC-811 hydroxide;GLO;kilogram;NMC-811 hydroxide
treatment of hard coal ash, residual material landfill;DE;kilogram;hard coal ash
Tab Copper;GLO;kilogram;Tab Copper
Nickel;('air', 'low population density, long-term');kilogram
market for steel, low-alloyed, hot rolled;GLO;kilogram;steel, low-alloyed, hot rolled
market for steel, chromium steel 18/8, hot rolled;GLO;kilogram;steel, chromium steel 18/8, hot rolled
Pentane;('air', 'low population density, long-term');kilogram
Methane, synthetic, gaseous, 5 bar, from electrochemical methanation, at fuelling station;RER;kilogram;methane, high pressure
algae harvesting| dry algae production;RER;kilogram;algae harvesting| dry algae production
o-Xylene;('air', 'non-urban air or from high stacks');kilogram
